Data/Hora da ultima atualizacao: 21/02/2022 20:29:21
Instrumento Financeiro;Emissor;Codigo IF;Quantidade Negociada;Preco Negocio;Volume Financeiro R$;Taxa Negocio;Origem Negocio;Horario Negocio;Data Negocio;Cod. Identificador do Negocio
DEB;METRORIO;MTRJ19;1;1180,23013200;1180,23;7,2001;Cetip Trader;19:04:34;21/02/2022;#83850112
CRI;TRUESEC;20I0135149;8;1225,97199600;9807,78;,0000;Cetip Trader;18:56:19;21/02/2022;#83850104
DEB;METRORIO;MTRJ19;16;1151,18821300;18419,01;7,6999;Cetip Trader;18:56:19;21/02/2022;#83850103
DEB;LIGHT;LIGHA5;1;1280,29441600;1280,29;5,6300;Cetip Trader;18:56:19;21/02/2022;#83850102
DEB;METRORIO;MTRJ19;16;1192,13448000;19074,15;7,0000;Cetip Trader;18:56:19;21/02/2022;#83850105
DEB;ENEVA;ENEV26;5;1005,32024000;5026,60;6,2000;Cetip Trader;18:56:19;21/02/2022;#83850100
CRI;VERTSEC;19H0000001;2;804,73364200;1609,47;,0000;Cetip Trader;18:56:19;21/02/2022;#83850099
DEB;NORTEBR;NRTB21;5;1536,54961000;7682,75;6,0800;Cetip Trader;18:56:19;21/02/2022;#83850098
DEB;LIGHT;LIGHA5;1;1280,29441600;1280,29;5,6300;Cetip Trader;18:56:19;21/02/2022;#83850101
DEB;VAMOS;VAMO33;21;983,22002100;20647,62;7,9600;Cetip Trader;18:56:18;21/02/2022;#83850097
DEB;ELETROBRAS;ELET23;9;1000,74593000;9006,71;6,3100;Cetip Trader;18:56:18;21/02/2022;#83850096
CRI;VIRGOSEC;21C0601989;24;1030,22435600;24725,38;,0000;Cetip Trader;18:56:18;21/02/2022;#83850095
DEB;ELETROBRAS;ELET23;24;1000,74593000;24017,90;6,3100;Cetip Trader;18:56:18;21/02/2022;#83850094
CRA;VERTSEC;CRA020002H1;980;1120,91890000;1098500,52;,0000;Cetip Trader;18:56:18;21/02/2022;#83850093
DEB;ANEMUSWIND;ANEM11;1;1131,41531000;1131,42;7,0000;Cetip Trader;18:56:18;21/02/2022;#83850092
CRA;VERTSEC;CRA0210013B;20;962,08562200;19241,71;,0000;Cetip Trader;18:56:18;21/02/2022;#83850091
DEB;ANEMUSWIND;ANEM11;44;1131,41531000;49782,27;7,0000;Cetip Trader;18:56:18;21/02/2022;#83850090
DEB;ANEMUSWIND;ANEM11;132;1131,41531000;149346,82;7,0000;Cetip Trader;18:56:18;21/02/2022;#83850089
DEB;ANEMUSWIND;ANEM11;88;1131,41531000;99564,55;7,0000;Cetip Trader;18:56:17;21/02/2022;#83850088
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:17;21/02/2022;#83850087
DEB;ANEMUSWIND;ANEM11;88;1131,41531000;99564,55;7,0000;Cetip Trader;18:56:17;21/02/2022;#83850086
DEB;ANEMUSWIND;ANEM11;46;1131,41531000;52045,10;7,0000;Cetip Trader;18:56:16;21/02/2022;#83850084
DEB;ANEMUSWIND;ANEM11;2;1131,41531000;2262,83;7,0000;Cetip Trader;18:56:16;21/02/2022;#83850083
DEB;ANEMUSWIND;ANEM11;8;1131,41531000;9051,32;7,0000;Cetip Trader;18:56:16;21/02/2022;#83850085
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:15;21/02/2022;#83850082
DEB;ANEMUSWIND;ANEM11;7;1131,41531000;7919,91;7,0000;Cetip Trader;18:56:15;21/02/2022;#83850081
DEB;ANEMUSWIND;ANEM11;1;1131,41531000;1131,42;7,0000;Cetip Trader;18:56:15;21/02/2022;#83850080
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:15;21/02/2022;#83850079
DEB;ANEMUSWIND;ANEM11;7;1131,41531000;7919,91;7,0000;Cetip Trader;18:56:14;21/02/2022;#83850078
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:14;21/02/2022;#83850077
CRA;TRUESEC;CRA021002N3;1;1037,62140100;1037,62;,0000;Cetip Trader;18:56:14;21/02/2022;#83850076
DEB;CIAPAULISTA;CTEE15;77;1297,13623300;99879,49;4,4001;Cetip Trader;18:56:14;21/02/2022;#83850075
DEB;ANEMUSWIND;ANEM11;44;1131,41531000;49782,27;7,0000;Cetip Trader;18:56:14;21/02/2022;#83850074
CRA;TRUESEC;CRA0200020B;1;1103,31292800;1103,31;,0000;Cetip Trader;18:56:14;21/02/2022;#83850073
CRA;ECOAGROSEC;CRA021002YA;1;997,81268400;997,81;,0000;Cetip Trader;18:56:14;21/02/2022;#83850072
DEB;ANEMUSWIND;ANEM11;7;1131,41531000;7919,91;7,0000;Cetip Trader;18:56:13;21/02/2022;#83850071
DEB;ANEMUSWIND;ANEM11;8;1131,41531000;9051,32;7,0000;Cetip Trader;18:56:13;21/02/2022;#83850070
DEB;ANEMUSWIND;ANEM11;70;1131,41531000;79199,07;7,0000;Cetip Trader;18:56:13;21/02/2022;#83850069
DEB;ANEMUSWIND;ANEM11;10;1131,41531000;11314,15;7,0000;Cetip Trader;18:56:13;21/02/2022;#83850068
DEB;CIAENERSINOP;CSNP12;7;1360,10215700;9520,72;6,8200;Cetip Trader;18:56:12;21/02/2022;#83850067
DEB;USINATERMPAMPASUL;UTPS21;10;1224,23794000;12242,38;6,9600;Cetip Trader;18:56:12;21/02/2022;#83850066
DEB;SABESP;SBSPF9;10;930,18337700;9301,83;6,4599;Cetip Trader;18:56:12;21/02/2022;#83850065
DEB;NORTEENERGIA;NTEN11;17;1165,71288400;19817,12;7,5600;Cetip Trader;18:56:12;21/02/2022;#83850064
DEB;BRKAMBPART;BRKP28;20;1055,38840500;21107,77;6,9500;Cetip Trader;18:56:12;21/02/2022;#83850063
DEB;ANEMUSWIND;ANEM11;13;1131,41531000;14708,40;7,0000;Cetip Trader;18:56:11;21/02/2022;#83850062
DEB;ANEMUSWIND;ANEM11;14;1131,41531000;15839,81;7,0000;Cetip Trader;18:56:11;21/02/2022;#83850061
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:11;21/02/2022;#83850060
DEB;ANEMUSWIND;ANEM11;176;1131,41531000;199129,09;7,0000;Cetip Trader;18:56:11;21/02/2022;#83850059
DEB;COELCE;COCE27;80;1248,03123100;99842,50;4,6500;Cetip Trader;18:56:10;21/02/2022;#83850057
CRA;VERTSEC;CRA0210013B;23;962,08562200;22127,97;,0000;Cetip Trader;18:56:10;21/02/2022;#83850056
DEB;TRANSALIANCA;TAES14;78;1289,11092600;100550,65;4,6000;Cetip Trader;18:56:10;21/02/2022;#83850055
CRI;VIRGOSEC;21I0278118;190;1053,51178500;200167,24;,0000;Cetip Trader;18:56:10;21/02/2022;#83850054
DEB;COMGAS;GASP15;74;1351,89934700;100040,55;3,9001;Cetip Trader;18:56:10;21/02/2022;#83850053
DEB;ANEMUSWIND;ANEM11;66;1131,41531000;74673,41;7,0000;Cetip Trader;18:56:10;21/02/2022;#83850052
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:10;21/02/2022;#83850058
DEB;ANEMUSWIND;ANEM11;9;1131,41531000;10182,74;7,0000;Cetip Trader;18:56:09;21/02/2022;#83850051
DEB;ANEMUSWIND;ANEM11;8;1131,41531000;9051,32;7,0000;Cetip Trader;18:56:09;21/02/2022;#83850050
DEB;ANEMUSWIND;ANEM11;8;1131,41531000;9051,32;7,0000;Cetip Trader;18:56:09;21/02/2022;#83850049
DEB;ANEMUSWIND;ANEM11;22;1131,41531000;24891,14;7,0000;Cetip Trader;18:56:08;21/02/2022;#83850047
DEB;ANEMUSWIND;ANEM11;7;1131,41531000;7919,91;7,0000;Cetip Trader;18:56:08;21/02/2022;#83850046
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:08;21/02/2022;#83850048
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:08;21/02/2022;#83850045
DEB;ANEMUSWIND;ANEM11;91;1131,41531000;102958,79;7,0000;Cetip Trader;18:56:07;21/02/2022;#83850044
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:07;21/02/2022;#83850043
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:07;21/02/2022;#83850042
DEB;ANEMUSWIND;ANEM11;20;1131,41531000;22628,31;7,0000;Cetip Trader;18:56:06;21/02/2022;#83850041
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:06;21/02/2022;#83850040
DEB;ANEMUSWIND;ANEM11;44;1131,41531000;49782,27;7,0000;Cetip Trader;18:56:06;21/02/2022;#83850039
DEB;ANEMUSWIND;ANEM11;79;1131,41531000;89381,81;7,0000;Cetip Trader;18:56:06;21/02/2022;#83850038
DEB;ANEMUSWIND;ANEM11;13;1131,41531000;14708,40;7,0000;Cetip Trader;18:56:05;21/02/2022;#83850034
DEB;ANEMUSWIND;ANEM11;4;1131,41531000;4525,66;7,0000;Cetip Trader;18:56:05;21/02/2022;#83850036
DEB;ANEMUSWIND;ANEM11;88;1131,41531000;99564,55;7,0000;Cetip Trader;18:56:05;21/02/2022;#83850037
DEB;ANEMUSWIND;ANEM11;2;1131,41531000;2262,83;7,0000;Cetip Trader;18:56:05;21/02/2022;#83850035
DEB;ANEMUSWIND;ANEM11;18;1131,41531000;20365,48;7,0000;Cetip Trader;18:56:04;21/02/2022;#83850033
DEB;ANEMUSWIND;ANEM11;8;1131,41531000;9051,32;7,0000;Cetip Trader;18:56:04;21/02/2022;#83850032
DEB;ANEMUSWIND;ANEM11;44;1131,41531000;49782,27;7,0000;Cetip Trader;18:56:04;21/02/2022;#83850031
DEB;ANEMUSWIND;ANEM11;13;1131,41531000;14708,40;7,0000;Cetip Trader;18:56:03;21/02/2022;#83850030
DEB;ANEMUSWIND;ANEM11;35;1131,41531000;39599,54;7,0000;Cetip Trader;18:56:03;21/02/2022;#83850029
DEB;ANEMUSWIND;ANEM11;26;1131,41531000;29416,80;7,0000;Cetip Trader;18:56:03;21/02/2022;#83850028
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:03;21/02/2022;#83850027
DEB;ANEMUSWIND;ANEM11;8;1131,41531000;9051,32;7,0000;Cetip Trader;18:56:02;21/02/2022;#83850025
DEB;ANEMUSWIND;ANEM11;9;1131,41531000;10182,74;7,0000;Cetip Trader;18:56:02;21/02/2022;#83850026
DEB;ANEMUSWIND;ANEM11;97;1131,41531000;109747,29;7,0000;Cetip Trader;18:56:02;21/02/2022;#83850024
DEB;ANEMUSWIND;ANEM11;8;1131,41531000;9051,32;7,0000;Cetip Trader;18:56:01;21/02/2022;#83850023
DEB;ANEMUSWIND;ANEM11;26;1131,41531000;29416,80;7,0000;Cetip Trader;18:56:01;21/02/2022;#83850022
DEB;ANEMUSWIND;ANEM11;126;1131,41531000;142558,33;7,0000;Cetip Trader;18:56:01;21/02/2022;#83850021
DEB;ANEMUSWIND;ANEM11;40;1131,41531000;45256,61;7,0000;Cetip Trader;18:56:01;21/02/2022;#83850020
DEB;ANEMUSWIND;ANEM11;70;1131,41531000;79199,07;7,0000;Cetip Trader;18:56:00;21/02/2022;#83850019
DEB;ANEMUSWIND;ANEM11;17;1131,41531000;19234,06;7,0000;Cetip Trader;18:56:00;21/02/2022;#83850018
DEB;ANEMUSWIND;ANEM11;45;1131,41531000;50913,69;7,0000;Cetip Trader;18:56:00;21/02/2022;#83850017
