Data/Hora da ultima atualizacao: 23/02/2022 20:27:10
Instrumento Financeiro;Emissor;Codigo IF;Quantidade Negociada;Preco Negocio;Volume Financeiro R$;Taxa Negocio;Origem Negocio;Horario Negocio;Data Negocio;Cod. Identificador do Negocio
DEB;TRANSALIANCA;TAES14;1;1295,88854000;1295,89;4,3571;Cetip Trader;18:53:42;23/02/2022;#83958856
DEB;COMGAS;GASP24;145;720,34234300;104449,64;3,9701;Cetip Trader;18:53:42;23/02/2022;#83958857
DEB;CONCECOVIAS;ECOV22;113;1712,14197500;193472,04;6,0030;Cetip Trader;18:53:42;23/02/2022;#83958854
CRI;VIRGOSEC;21K0001812;16;1008,38670700;16134,19;,0000;Cetip Trader;18:53:42;23/02/2022;#83958855
DEB;CIAENERGETICARN;CSRN17;7;1294,02708300;9058,19;4,0080;Cetip Trader;18:53:42;23/02/2022;#83958867
CRA;TRUESEC;CRA019003V3;27;1113,68597200;30069,52;,0000;Cetip Trader;18:53:42;23/02/2022;#83958852
DEB;CIAENERGETICARN;CSRN17;115;1294,10657700;148822,26;3,9981;Cetip Trader;18:53:42;23/02/2022;#83958853
DEB;CIAENERGETICARN;CSRN17;15;1294,06682900;19411,00;4,0032;Cetip Trader;18:53:42;23/02/2022;#83958861
DEB;CIAPAULISTA;CTEE15;63;1302,47198400;82055,73;4,2122;Cetip Trader;18:53:42;23/02/2022;#83958851
DEB;COMGAS;GASP24;240;720,39844000;172895,63;3,9600;Cetip Trader;18:53:42;23/02/2022;#83958850
DEB;COMGAS;GASP24;150;711,83732100;106775,60;5,5221;Cetip Trader;18:53:41;23/02/2022;#83958841
DEB;ELETROBRAS;ELET23;2;1065,59473200;2131,19;5,4159;Cetip Trader;18:53:41;23/02/2022;#83958840
DEB;CIAENERGETICARN;CSRN17;16;1294,26560300;20708,25;3,9780;Cetip Trader;18:53:41;23/02/2022;#83958842
DEB;CIAPAULISTA;CTEE17;12;1276,16401500;15313,97;4,4061;Cetip Trader;18:53:41;23/02/2022;#83958845
CRI;VIRGOSEC;21K0001812;5;1008,04223800;5040,21;,0000;Cetip Trader;18:53:41;23/02/2022;#83958844
DEB;COMGAS;GASP24;22;720,39844000;15848,77;3,9600;Cetip Trader;18:53:41;23/02/2022;#83958847
DEB;ENGIEENERGIA;EGIE17;5;1291,44847900;6457,24;4,8071;Cetip Trader;18:53:41;23/02/2022;#83958846
DEB;CONCECOVIAS;ECOV22;91;1712,29704700;155819,03;5,9941;Cetip Trader;18:53:41;23/02/2022;#83958849
DEB;CIAENERGETICARN;CSRN17;24;1294,14632900;31059,51;3,9930;Cetip Trader;18:53:41;23/02/2022;#83958848
DEB;CIAPAULISTA;CTEE17;137;1275,38446100;174727,67;4,4281;Cetip Trader;18:53:41;23/02/2022;#83958827
DEB;COMGAS;GASP16;15;1276,44698900;19146,70;4,6481;Cetip Trader;18:53:41;23/02/2022;#83958843
DEB;COMGAS;GASP24;28;720,43732500;20172,25;3,9530;Cetip Trader;18:53:41;23/02/2022;#83958835
CRI;VIRGOSEC;21K0001812;34;1008,80027200;34299,21;,0000;Cetip Trader;18:53:41;23/02/2022;#83958829
DEB;SABESP;SBSPE9;40;1014,33316200;40573,33;5,4309;Cetip Trader;18:53:41;23/02/2022;#83958828
DEB;SABESP;SBSPE9;5;1013,36962400;5066,85;5,4450;Cetip Trader;18:53:41;23/02/2022;#83958831
DEB;CIAENERGETICARN;CSRN17;24;1294,22584200;31061,42;3,9831;Cetip Trader;18:53:41;23/02/2022;#83958830
DEB;CIAENERGETICARN;CSRN17;4;1294,26560300;5177,06;3,9780;Cetip Trader;18:53:41;23/02/2022;#83958833
DEB;COMGAS;GASP24;124;720,43732500;89334,23;3,9530;Cetip Trader;18:53:41;23/02/2022;#83958832
DEB;PETROBRAS;PETR26;7;1156,23523400;8093,65;5,0391;Cetip Trader;18:53:41;23/02/2022;#83958834
CRI;VIRGOSEC;21K0001812;7;1008,04223800;7056,30;,0000;Cetip Trader;18:53:41;23/02/2022;#83958837
DEB;CIAENERGETICARN;CSRN17;163;1294,26560300;210965,29;3,9780;Cetip Trader;18:53:41;23/02/2022;#83958836
DEB;CIAPAULISTA;CTEE15;96;1302,30492500;125021,27;4,2190;Cetip Trader;18:53:41;23/02/2022;#83958839
DEB;COMGAS;GASP16;15;1235,76126600;18536,42;6,0092;Cetip Trader;18:53:41;23/02/2022;#83958838
DEB;CIAPAULISTA;CTEE17;2;1275,38446100;2550,77;4,4281;Cetip Trader;18:53:40;23/02/2022;#83958823
CRA;TRUESEC;CRA019003V3;44;1113,74557100;49004,81;,0000;Cetip Trader;18:53:40;23/02/2022;#83958822
DEB;ENGIEENERGIA;EGIE29;13;1144,10761900;14873,40;4,9439;Cetip Trader;18:53:40;23/02/2022;#83958826
CRI;VIRGOSEC;21K0001812;7;1009,49004300;7066,43;,0000;Cetip Trader;18:53:40;23/02/2022;#83958824
DEB;TRANSALIANCA;TAES14;38;1295,79086200;49240,05;4,3611;Cetip Trader;18:53:40;23/02/2022;#83958825
DEB;LIGHT;LIGHA3;21;1318,98459800;27698,68;5,0000;Cetip Trader;18:50:16;23/02/2022;#83958820
DEB;LIGHT;LIGHA3;21;1327,07332800;27868,54;4,0000;Cetip Trader;18:50:16;23/02/2022;#83958821
CRA;ECOAGROSEC;CRA02100479;188;1060,38825900;199352,99;,0000;Cetip Trader;18:46:01;23/02/2022;#83958817
CRI;VIRGOSEC;21D0456641;384;986,90622700;378971,99;,0000;Cetip Trader;18:38:54;23/02/2022;#83958811
DEB;RUMO;RUMOB5;6;904,89860400;5429,39;6,2400;Cetip Trader;18:36:27;23/02/2022;#83958809
DEB;METRORIO;MTRJ19;28;1136,05312700;31809,49;8,0000;Cetip Trader;18:36:27;23/02/2022;#83958808
DEB;VALE;CVRDA6;408;50,50000000;20604,00;,0000;Cetip Trader;18:36:27;23/02/2022;#83958810
DEB;VALE;CVRDA6;45;54,81000000;2466,45;,0000;Cetip Trader;18:36:26;23/02/2022;#83958803
DEB;VALE;CVRDA6;73;54,81000000;4001,13;,0000;Cetip Trader;18:36:26;23/02/2022;#83958805
DEB;VALE;CVRDA6;19;54,81000000;1041,39;,0000;Cetip Trader;18:36:26;23/02/2022;#83958804
DEB;VALE;CVRDA6;326;50,40000000;16430,40;,0000;Cetip Trader;18:36:26;23/02/2022;#83958806
DEB;METRORIO;MTRJ19;28;1118,35906500;31314,05;8,3200;Cetip Trader;18:36:26;23/02/2022;#83958807
DEB;VALE;CVRDA6;2000;54,81000000;109620,00;,0000;Cetip Trader;18:36:25;23/02/2022;#83958799
DEB;VALE;CVRDA6;364;54,81000000;19950,84;,0000;Cetip Trader;18:36:25;23/02/2022;#83958798
DEB;VALE;CVRDA6;25;54,81000000;1370,25;,0000;Cetip Trader;18:36:25;23/02/2022;#83958801
DEB;VALE;CVRDA6;27;54,81000000;1479,87;,0000;Cetip Trader;18:36:25;23/02/2022;#83958800
DEB;VALE;CVRDA6;83;54,81000000;4549,23;,0000;Cetip Trader;18:36:25;23/02/2022;#83958802
DEB;VALE;CVRDA6;19;54,81000000;1041,39;,0000;Cetip Trader;18:36:24;23/02/2022;#83958793
DEB;VALE;CVRDA6;39;54,81000000;2137,59;,0000;Cetip Trader;18:36:24;23/02/2022;#83958795
DEB;VALE;CVRDA6;365;54,81000000;20005,65;,0000;Cetip Trader;18:36:24;23/02/2022;#83958794
DEB;VALE;CVRDA6;457;54,81000000;25048,17;,0000;Cetip Trader;18:36:24;23/02/2022;#83958797
DEB;VALE;CVRDA6;110;54,81000000;6029,10;,0000;Cetip Trader;18:36:24;23/02/2022;#83958796
DEB;VALE;CVRDA6;618;54,81000000;33872,58;,0000;Cetip Trader;18:36:24;23/02/2022;#83958792
DEB;VALE;CVRDA6;605;54,81000000;33160,05;,0000;Cetip Trader;18:36:23;23/02/2022;#83958787
DEB;VALE;CVRDA6;65;54,81000000;3562,65;,0000;Cetip Trader;18:36:23;23/02/2022;#83958789
DEB;VALE;CVRDA6;1370;54,81000000;75089,70;,0000;Cetip Trader;18:36:23;23/02/2022;#83958788
DEB;VALE;CVRDA6;183;54,81000000;10030,23;,0000;Cetip Trader;18:36:23;23/02/2022;#83958791
DEB;VALE;CVRDA6;184;54,81000000;10085,04;,0000;Cetip Trader;18:36:23;23/02/2022;#83958790
DEB;VALE;CVRDA6;365;54,81000000;20005,65;,0000;Cetip Trader;18:36:22;23/02/2022;#83958785
DEB;VALE;CVRDA6;20;54,81000000;1096,20;,0000;Cetip Trader;18:36:22;23/02/2022;#83958784
DEB;VALE;CVRDA6;550;54,81000000;30145,50;,0000;Cetip Trader;18:36:22;23/02/2022;#83958786
DEB;VALE;CVRDA6;273;54,81000000;14963,13;,0000;Cetip Trader;18:36:22;23/02/2022;#83958781
DEB;VALE;CVRDA6;2462;54,81000000;134942,22;,0000;Cetip Trader;18:36:22;23/02/2022;#83958783
DEB;VALE;CVRDA6;92;54,81000000;5042,52;,0000;Cetip Trader;18:36:22;23/02/2022;#83958782
CRA;TRUESEC;CRA019005Q0;2;902,88913900;1805,78;,0000;Cetip Trader;18:36:21;23/02/2022;#83958773
DEB;VALE;CVRDA6;182;54,81000000;9975,42;,0000;Cetip Trader;18:36:21;23/02/2022;#83958772
CRA;RBSECURITIZACAO;CRA020003KB;1;1017,12543100;1017,13;,0000;Cetip Trader;18:36:21;23/02/2022;#83958775
DEB;VALE;CVRDA6;182;54,81000000;9975,42;,0000;Cetip Trader;18:36:21;23/02/2022;#83958774
DEB;VALE;CVRDA6;37;54,81000000;2027,97;,0000;Cetip Trader;18:36:21;23/02/2022;#83958777
DEB;CIAPAULISTA;CTEE29;26;1000,36516600;26009,49;6,5900;Cetip Trader;18:36:21;23/02/2022;#83958776
DEB;VALE;CVRDA6;52;54,81000000;2850,12;,0000;Cetip Trader;18:36:21;23/02/2022;#83958779
CRA;RBSECURITIZACAO;CRA020003KB;23;1017,12543100;23393,88;,0000;Cetip Trader;18:36:21;23/02/2022;#83958778
DEB;VALE;CVRDA6;37;54,81000000;2027,97;,0000;Cetip Trader;18:36:21;23/02/2022;#83958780
CRI;RBSECURITIZACAO;17J0000001;39;1020,44901100;39797,51;,0000;Cetip Trader;18:36:20;23/02/2022;#83958745
CRA;RBSECURITIZACAO;CRA017008SR;299;1008,57649800;301564,37;,0000;Cetip Trader;18:36:20;23/02/2022;#83958747
DEB;VALE;CVRDA6;1584;54,81000000;86819,04;,0000;Cetip Trader;18:36:20;23/02/2022;#83958749
CRA;RBSECURITIZACAO;CRA0160000P;53;1022,16702400;54174,85;,0000;Cetip Trader;18:36:20;23/02/2022;#83958748
CRA;RBSECURITIZACAO;CRA021002YB;27;1117,32260000;30167,71;,0000;Cetip Trader;18:36:20;23/02/2022;#83958751
CRA;RBSECURITIZACAO;CRA0160000P;6;1022,16702400;6133,00;,0000;Cetip Trader;18:36:20;23/02/2022;#83958750
DEB;AUTOLITORALSUL;PLSB1A;29;994,53779200;28841,60;6,7100;Cetip Trader;18:36:20;23/02/2022;#83958753
CRA;TRUESEC;CRA019005Q0;172;901,26105900;155016,90;,0000;Cetip Trader;18:36:20;23/02/2022;#83958752
DEB;LIGHT;LIGHA3;4;1320,59222100;5282,37;4,8000;Cetip Trader;18:36:20;23/02/2022;#83958755
DEB;VALE;CVRDA6;166;54,81000000;9098,46;,0000;Cetip Trader;18:36:20;23/02/2022;#83958754
CRA;RBSECURITIZACAO;CRA021002YB;18;1099,77417700;19795,94;,0000;Cetip Trader;18:36:20;23/02/2022;#83958757
CRA;TRUESEC;CRA019005Q0;166;902,88913900;149879,60;,0000;Cetip Trader;18:36:20;23/02/2022;#83958756
DEB;VALE;CVRDA6;538;54,81000000;29487,78;,0000;Cetip Trader;18:36:20;23/02/2022;#83958759
DEB;RUMO;RUMOA4;2;1232,89163100;2465,78;6,0500;Cetip Trader;18:36:20;23/02/2022;#83958758
CRA;RBSECURITIZACAO;CRA021002YB;20;1117,32260000;22346,45;,0000;Cetip Trader;18:36:20;23/02/2022;#83958761
CRA;TRUESEC;CRA019005Q0;4;903,97825900;3615,91;,0000;Cetip Trader;18:36:20;23/02/2022;#83958760
DEB;RUMO;RUMOA4;1;1232,89163100;1232,89;6,0500;Cetip Trader;18:36:20;23/02/2022;#83958763
DEB;COPELGERACAO;CPGT13;1;348,70027400;348,70;114,4501;Cetip Trader;18:36:20;23/02/2022;#83958762
DEB;ECHOENERGIAPART;ECHP11;40;1191,32441000;47652,98;6,6300;Cetip Trader;18:36:20;23/02/2022;#83958765
DEB;VALE;CVRDA6;20;54,81000000;1096,20;,0000;Cetip Trader;18:36:20;23/02/2022;#83958764
CRA;TRUESEC;CRA019005Q0;66;901,26105900;59483,23;,0000;Cetip Trader;18:36:20;23/02/2022;#83958767
CRA;RBSECURITIZACAO;CRA021002YB;35;1117,32260000;39106,29;,0000;Cetip Trader;18:36:20;23/02/2022;#83958766
DEB;VALE;CVRDA6;183;54,81000000;10030,23;,0000;Cetip Trader;18:36:20;23/02/2022;#83958769
DEB;RUMO;RUMOA2;32;1111,80573200;35577,78;6,0500;Cetip Trader;18:36:20;23/02/2022;#83958768
CRA;TRUESEC;CRA019005Q0;11;902,88913900;9931,78;,0000;Cetip Trader;18:36:20;23/02/2022;#83958771
CRA;RBSECURITIZACAO;CRA021002YB;135;1117,32260000;150838,55;,0000;Cetip Trader;18:36:20;23/02/2022;#83958770
DEB;LIGHT;LIGHA9;8;1193,70621200;9549,65;5,9200;Cetip Trader;18:36:20;23/02/2022;#83958746
DEB;VALE;CVRDA6;370;54,81000000;20279,70;,0000;Cetip Trader;18:36:19;23/02/2022;#83958712
DEB;ANEMUSWIND;ANEM11;1;1050,42771600;1050,43;8,1201;Cetip Trader;18:36:19;23/02/2022;#83958715
CRA;TRUESEC;CRA019005Q0;2;902,88913900;1805,78;,0000;Cetip Trader;18:36:19;23/02/2022;#83958717
DEB;LIGHT;LIGHA5;3;1279,38694700;3838,16;5,7100;Cetip Trader;18:36:19;23/02/2022;#83958716
DEB;VALE;CVRDA6;566;54,81000000;31022,46;,0000;Cetip Trader;18:36:19;23/02/2022;#83958719
CRA;RBSECURITIZACAO;CRA021002YB;10;1099,77417700;10997,74;,0000;Cetip Trader;18:36:19;23/02/2022;#83958718
DEB;LIGHT;LIGHA5;5;1279,38694700;6396,93;5,7100;Cetip Trader;18:36:19;23/02/2022;#83958721
CRA;VIRGOSEC;CRA019000XD;10;764,30690200;7643,07;,0000;Cetip Trader;18:36:19;23/02/2022;#83958720
CRA;RBSECURITIZACAO;CRA021002YB;18;1117,32260000;20111,81;,0000;Cetip Trader;18:36:19;23/02/2022;#83958723
CRA;TRUESEC;CRA019005Q0;30;899,63967500;26989,19;,0000;Cetip Trader;18:36:19;23/02/2022;#83958722
DEB;NEOENERGIA;NEOE16;61;1084,29738000;66142,14;6,2900;Cetip Trader;18:36:19;23/02/2022;#83958724
CRI;RBSECURITIZACAO;18C0682649;100;1027,91469200;102791,47;,0000;Cetip Trader;18:36:19;23/02/2022;#83958726
DEB;BRISANETSERV;BRST11;10;1071,97556500;10719,76;6,8001;Cetip Trader;18:36:19;23/02/2022;#83958729
DEB;VALE;CVRDA6;37;54,81000000;2027,97;,0000;Cetip Trader;18:36:19;23/02/2022;#83958728
CRA;RBSECURITIZACAO;CRA021002YB;2;1117,32260000;2234,65;,0000;Cetip Trader;18:36:19;23/02/2022;#83958731
DEB;LIGHT;LIGHA5;26;1279,38694700;33264,06;5,7100;Cetip Trader;18:36:19;23/02/2022;#83958730
CRI;RBSECURITIZACAO;17J0000001;39;1020,44901100;39797,51;,0000;Cetip Trader;18:36:19;23/02/2022;#83958733
CRI;RBSECURITIZACAO;18C0682649;100;1027,91469200;102791,47;,0000;Cetip Trader;18:36:19;23/02/2022;#83958732
DEB;BRISANETSERV;BRST11;10;1071,97556500;10719,76;6,8001;Cetip Trader;18:36:19;23/02/2022;#83958735
CRA;TRUESEC;CRA019005Q0;7;902,88913900;6320,22;,0000;Cetip Trader;18:36:19;23/02/2022;#83958734
DEB;VALE;CVRDA6;51;54,81000000;2795,31;,0000;Cetip Trader;18:36:19;23/02/2022;#83958736
DEB;LIGHT;LIGHD2;18;977,10841600;17587,95;6,5400;Cetip Trader;18:36:19;23/02/2022;#83958739
CRA;RBSECURITIZACAO;CRA021002YB;51;1117,32260000;56983,45;,0000;Cetip Trader;18:36:19;23/02/2022;#83958738
DEB;VALE;CVRDA6;365;54,81000000;20005,65;,0000;Cetip Trader;18:36:19;23/02/2022;#83958741
CRA;TRUESEC;CRA019005Q0;56;902,88913900;50561,79;,0000;Cetip Trader;18:36:19;23/02/2022;#83958740
CRA;RBSECURITIZACAO;CRA021002YB;30;1117,32260000;33519,68;,0000;Cetip Trader;18:36:19;23/02/2022;#83958743
DEB;BRKAMBPART;BRKP28;9;1052,33678000;9471,03;7,0100;Cetip Trader;18:36:19;23/02/2022;#83958742
CRA;TRUESEC;CRA019005Q0;59;901,26105900;53174,40;,0000;Cetip Trader;18:36:19;23/02/2022;#83958744
CRI;RBSECURITIZACAO;17J0000001;39;1010,33981900;39403,25;,0000;Cetip Trader;18:36:19;23/02/2022;#83958725
CRA;RBSECURITIZACAO;CRA0190081C;55;907,91630000;49935,40;,0000;Cetip Trader;18:36:19;23/02/2022;#83958714
CRA;RBSECURITIZACAO;CRA017008SR;299;1008,57649800;301564,37;,0000;Cetip Trader;18:36:19;23/02/2022;#83958727
DEB;LIGHT;LIGHA5;29;1279,38694700;37102,22;5,7100;Cetip Trader;18:36:19;23/02/2022;#83958737
CRA;RBSECURITIZACAO;CRA021002YB;69;1099,77417700;75884,42;,0000;Cetip Trader;18:36:19;23/02/2022;#83958711
CRA;TRUESEC;CRA019005Q0;17;902,88913900;15349,12;,0000;Cetip Trader;18:36:19;23/02/2022;#83958710
CRA;VIRGOSEC;CRA019000XD;10;777,50539100;7775,05;,0000;Cetip Trader;18:36:19;23/02/2022;#83958713
DEB;AUTOLITORALSUL;PLSB1A;60;994,53779200;59672,27;6,7100;Cetip Trader;18:36:18;23/02/2022;#83958687
DEB;VALE;CVRDA6;1314;54,81000000;72020,34;,0000;Cetip Trader;18:36:18;23/02/2022;#83958689
CRA;TRUESEC;CRA019005Q0;1;902,88913900;902,89;,0000;Cetip Trader;18:36:18;23/02/2022;#83958688
CRI;VIRGOSEC;21I0278118;41;1054,61170600;43239,08;,0000;Cetip Trader;18:36:18;23/02/2022;#83958690
CRA;TRUESEC;CRA019005Q0;56;902,88913900;50561,79;,0000;Cetip Trader;18:36:18;23/02/2022;#83958693
DEB;AUTOLITORALSUL;PLSB1A;50;994,53779200;49726,89;6,7100;Cetip Trader;18:36:18;23/02/2022;#83958692
CRI;VIRGOSEC;21I0278118;67;1054,61170600;70658,98;,0000;Cetip Trader;18:36:18;23/02/2022;#83958695
DEB;VALE;CVRDA6;1825;54,81000000;100028,25;,0000;Cetip Trader;18:36:18;23/02/2022;#83958694
CRI;VIRGOSEC;20L0610311;150;1112,93078800;166939,62;,0000;Cetip Trader;18:36:18;23/02/2022;#83958697
CRA;RBSECURITIZACAO;CRA021002YB;10;1117,32260000;11173,23;,0000;Cetip Trader;18:36:18;23/02/2022;#83958696
DEB;VALE;CVRDA6;105;54,81000000;5755,05;,0000;Cetip Trader;18:36:18;23/02/2022;#83958704
CRA;RBSECURITIZACAO;CRA021002YB;89;1117,32260000;99441,71;,0000;Cetip Trader;18:36:18;23/02/2022;#83958691
CRA;TRUESEC;CRA019005Q0;88;902,88913900;79454,24;,0000;Cetip Trader;18:36:18;23/02/2022;#83958699
DEB;AUTOLITORALSUL;PLSB1A;50;994,53779200;49726,89;6,7100;Cetip Trader;18:36:18;23/02/2022;#83958698
CRI;VIRGOSEC;21I0278118;95;1054,61170600;100188,11;,0000;Cetip Trader;18:36:18;23/02/2022;#83958701
DEB;VALE;CVRDA6;37;54,81000000;2027,97;,0000;Cetip Trader;18:36:18;23/02/2022;#83958700
CRA;TRUESEC;CRA019005Q0;55;902,88913900;49658,90;,0000;Cetip Trader;18:36:18;23/02/2022;#83958703
CRA;RBSECURITIZACAO;CRA021002YB;9;1117,32260000;10055,90;,0000;Cetip Trader;18:36:18;23/02/2022;#83958702
CRI;VIRGOSEC;21I0278118;24;1041,73325700;25001,60;,0000;Cetip Trader;18:36:18;23/02/2022;#83958705
CRA;RBSECURITIZACAO;CRA021002YB;37;1117,32260000;41340,94;,0000;Cetip Trader;18:36:18;23/02/2022;#83958707
DEB;RODOVIAMS306;CNRD11;5;1033,14859100;5165,74;7,1701;Cetip Trader;18:36:18;23/02/2022;#83958706
DEB;VALE;CVRDA6;255;54,81000000;13976,55;,0000;Cetip Trader;18:36:18;23/02/2022;#83958709
CRA;TRUESEC;CRA019005Q0;1;902,88913900;902,89;,0000;Cetip Trader;18:36:18;23/02/2022;#83958708
DEB;ANEMUSWIND;ANEM11;109;1132,27634600;123418,12;7,0000;Cetip Trader;18:36:17;23/02/2022;#83958667
CRI;VIRGOSEC;21I0278118;48;1054,61170600;50621,36;,0000;Cetip Trader;18:36:17;23/02/2022;#83958666
CRA;VERTSEC;CRA0210013B;20;1062,85815800;21257,16;,0000;Cetip Trader;18:36:17;23/02/2022;#83958669
CRA;TRUESEC;CRA019005Q0;178;899,63967500;160135,86;,0000;Cetip Trader;18:36:17;23/02/2022;#83958671
DEB;QUATA;QUAT12;1;1148,74793500;1148,75;6,8700;Cetip Trader;18:36:17;23/02/2022;#83958670
DEB;VALE;CVRDA6;42;54,81000000;2302,02;,0000;Cetip Trader;18:36:17;23/02/2022;#83958673
CRI;RBSECURITIZACAO;21I0801132;50;1021,50436300;51075,22;,0000;Cetip Trader;18:36:17;23/02/2022;#83958672
CRA;RBSECURITIZACAO;CRA021002YB;50;1117,32260000;55866,13;,0000;Cetip Trader;18:36:17;23/02/2022;#83958675
DEB;VALE;CVRDA6;311;54,81000000;17045,91;,0000;Cetip Trader;18:36:17;23/02/2022;#83958677
CRA;TRUESEC;CRA019005Q0;28;902,88913900;25280,90;,0000;Cetip Trader;18:36:17;23/02/2022;#83958676
CRI;RBSECURITIZACAO;21I0801132;49;1021,50436300;50053,71;,0000;Cetip Trader;18:36:17;23/02/2022;#83958679
DEB;AUTOLITORALSUL;PLSB1A;14;994,53779200;13923,53;6,7100;Cetip Trader;18:36:17;23/02/2022;#83958681
