Data/Hora da ultima atualizacao: 07/03/2022 20:29:10
Instrumento Financeiro;Emissor;Codigo IF;Quantidade Negociada;Preco Negocio;Volume Financeiro R$;Taxa Negocio;Origem Negocio;Horario Negocio;Data Negocio;Cod. Identificador do Negocio
CRA;VIRGOSEC;CRA020001E5;1;1153,59387600;1153,59;,0000;Cetip Trader;18:52:35;07/03/2022;#84299211
DEB;ENTREVIAS;ENTV12;3;1260,76655500;3782,30;5,9989;Cetip Trader;18:52:35;07/03/2022;#84299208
CRA;VIRGOSEC;CRA020001E5;1;1153,59387600;1153,59;,0000;Cetip Trader;18:52:35;07/03/2022;#84299209
CRA;VERTSEC;CRA021002SO;91;1052,73505600;95798,89;,0000;Cetip Trader;18:52:35;07/03/2022;#84299198
CRA;VIRGOSEC;CRA020001E5;15;1136,37272700;17045,59;,0000;Cetip Trader;18:52:35;07/03/2022;#84299204
CRI;RBSECURITIZACAO;18L1085826;1;1223,50954600;1223,51;,0000;Cetip Trader;18:52:35;07/03/2022;#84299207
CRA;OCTANTESEC;CRA019007Q9;3;1100,83773600;3302,51;,0000;Cetip Trader;18:52:35;07/03/2022;#84299206
CRI;FORTESEC;21I0183215;45;1111,98289200;50039,23;,0000;Cetip Trader;18:52:35;07/03/2022;#84299212
DEB;PETROBRAS;PETR17;5;1096,42896800;5482,14;5,1000;Cetip Trader;18:52:35;07/03/2022;#84299201
CRA;VIRGOSEC;CRA020001E5;1;1153,59387600;1153,59;,0000;Cetip Trader;18:52:35;07/03/2022;#84299200
DEB;ENTREVIAS;ENTV12;79;1260,76655500;99600,56;5,9989;Cetip Trader;18:52:35;07/03/2022;#84299203
DEB;RODOVIAMG;CRMG15;1;1031,49659500;1031,50;7,2499;Cetip Trader;18:52:35;07/03/2022;#84299199
CRA;VIRGOSEC;CRA020003K6;1;1050,50093300;1050,50;,0000;Cetip Trader;18:52:35;07/03/2022;#84299205
CRA;VIRGOSEC;CRA021002SU;1;1059,74761200;1059,75;,0000;Cetip Trader;18:52:35;07/03/2022;#84299202
CRA;VIRGOSEC;CRA020001E5;2;1153,59387600;2307,19;,0000;Cetip Trader;18:52:34;07/03/2022;#84299191
DEB;COPELGERACAO;CPGT27;3;1029,09637000;3087,29;6,0001;Cetip Trader;18:52:34;07/03/2022;#84299182
CRA;VIRGOSEC;CRA020001E5;1;1153,59387600;1153,59;,0000;Cetip Trader;18:52:34;07/03/2022;#84299183
CRA;VIRGOSEC;CRA020003K6;3;1050,50093300;3151,50;,0000;Cetip Trader;18:52:34;07/03/2022;#84299180
CRA;VIRGOSEC;CRA021002SU;2;1059,74761200;2119,50;,0000;Cetip Trader;18:52:34;07/03/2022;#84299181
DEB;SIMPAR;JSMLB5;9;1111,37798200;10002,40;7,4999;Cetip Trader;18:52:34;07/03/2022;#84299179
CRI;FORTESEC;21F0950048;1;1095,93533500;1095,94;,0000;Cetip Trader;18:52:34;07/03/2022;#84299177
DEB;UHESIMAO;UHSM12;28;1003,39715600;28095,12;6,4999;Cetip Trader;18:52:34;07/03/2022;#84299178
CRA;VIRGOSEC;CRA020001E5;3;1153,59387600;3460,78;,0000;Cetip Trader;18:52:34;07/03/2022;#84299188
CRA;VIRGOSEC;CRA020003K6;12;1050,50093300;12606,01;,0000;Cetip Trader;18:52:34;07/03/2022;#84299189
CRA;VIRGOSEC;CRA020001E5;4;1153,59387600;4614,38;,0000;Cetip Trader;18:52:34;07/03/2022;#84299186
DEB;COPELGERACAO;CPGT27;1;1029,09637000;1029,10;6,0001;Cetip Trader;18:52:34;07/03/2022;#84299187
DEB;COPELGERACAO;CPGT27;8;1029,09637000;8232,77;6,0001;Cetip Trader;18:52:34;07/03/2022;#84299184
DEB;VALE;VALE38;1;1710,85614400;1710,86;4,7500;Cetip Trader;18:52:34;07/03/2022;#84299185
CRA;VIRGOSEC;CRA020001E5;2;1153,59387600;2307,19;,0000;Cetip Trader;18:52:34;07/03/2022;#84299196
CRA;VIRGOSEC;CRA020003K6;15;1050,50093300;15757,51;,0000;Cetip Trader;18:52:34;07/03/2022;#84299197
CRA;VIRGOSEC;CRA020003K6;50;1050,50093300;52525,05;,0000;Cetip Trader;18:52:34;07/03/2022;#84299194
DEB;METRORIO;MTRJ19;12;1179,07326300;14148,88;7,3499;Cetip Trader;18:52:34;07/03/2022;#84299195
DEB;COPELGERACAO;CPGT27;78;1029,09637000;80269,52;6,0001;Cetip Trader;18:52:34;07/03/2022;#84299192
CRA;VIRGOSEC;CRA021002SU;5;1059,74761200;5298,74;,0000;Cetip Trader;18:52:34;07/03/2022;#84299193
CRA;VIRGOSEC;CRA021002SU;1;1059,74761200;1059,75;,0000;Cetip Trader;18:52:34;07/03/2022;#84299190
CRI;FORTESEC;21F0950048;1;1095,83444300;1095,83;,0000;Cetip Trader;18:52:33;07/03/2022;#84299166
DEB;ENERGISAMS;ESULA1;1;1248,10379500;1248,10;5,0113;Cetip Trader;18:52:33;07/03/2022;#84299167
DEB;VALE;CVRDA6;50;55,84500000;2792,25;,0000;Cetip Trader;18:52:33;07/03/2022;#84299165
CRA;OCTANTESEC;CRA019007Q9;5;1100,78704600;5503,94;,0000;Cetip Trader;18:52:33;07/03/2022;#84299174
DEB;SIMPAR;JSMLB5;7;1111,37798200;7779,65;7,4999;Cetip Trader;18:52:33;07/03/2022;#84299175
DEB;ENERGISAMS;ESULA6;1;1058,98194900;1058,98;6,0500;Cetip Trader;18:52:33;07/03/2022;#84299176
CRA;VIRGOSEC;CRA020001E5;3;1153,59387600;3460,78;,0000;Cetip Trader;18:52:33;07/03/2022;#84299173
DEB;SIMPAR;JSMLB5;2;1111,37798200;2222,76;7,4999;Cetip Trader;18:52:33;07/03/2022;#84299170
DEB;PETROBRAS;PETR17;1;1096,42896800;1096,43;5,1000;Cetip Trader;18:52:33;07/03/2022;#84299171
DEB;ALGARTELE;ALGA26;2;1411,67466000;2823,35;4,6000;Cetip Trader;18:52:33;07/03/2022;#84299168
DEB;SIMPAR;JSMLA5;2;1065,82209500;2131,64;2,4913;Cetip Trader;18:52:33;07/03/2022;#84299169
DEB;QUATA;QUAT12;3;1194,66058800;3583,98;5,7500;Cetip Trader;18:52:33;07/03/2022;#84299172
DEB;UHESIMAO;UHSM12;28;1038,17969700;29069,03;6,1000;Cetip Trader;18:51:25;07/03/2022;#84299164
DEB;PETROBRAS;PETR25;74;1319,14411900;97616,66;5,0500;Cetip Trader;18:50:48;07/03/2022;#84299163
DEB;PETROBRAS;PETR25;74;1330,71062300;98472,59;4,6500;Cetip Trader;18:50:18;07/03/2022;#84299162
DEB;ENERGISAMS;ESULA6;87;1039,99678300;90479,72;6,3500;Cetip Trader;18:49:45;07/03/2022;#84299161
DEB;ROTABANDEIRAS;CBAN12;76;1181,23246600;89773,67;6,5500;Cetip Trader;18:49:39;07/03/2022;#84299160
DEB;ENERGISAMS;ESULA6;87;1066,48519800;92784,21;5,9500;Cetip Trader;18:49:01;07/03/2022;#84299159
DEB;TRANSENERGIA;TRER11;900;940,18247800;846164,23;8,2000;Cetip Trader;18:48:44;07/03/2022;#84299158
DEB;TRANSENERGIA;TRER11;900;940,18247800;846164,23;8,2000;Cetip Trader;18:48:44;07/03/2022;#84299157
CRA;VERTSEC;CRA018000M9;389;1027,22329500;399589,86;,0000;Cetip Trader;18:48:37;07/03/2022;#84299156
DEB;PAULISTAFORCALUZ;PALF18;412;1292,99525700;532714,05;5,2400;Cetip Trader;18:48:08;07/03/2022;#84299154
DEB;PAULISTAFORCALUZ;PALF18;412;1292,99525700;532714,05;5,2400;Cetip Trader;18:48:08;07/03/2022;#84299155
DEB;EDPTRANSMISSAO;EDPT11;70;1202,29899800;84160,93;6,1500;Cetip Trader;18:47:51;07/03/2022;#84299153
DEB;LIGHT;LIGHA3;2000;1328,44392100;2656887,84;4,5400;Cetip Trader;18:47:35;07/03/2022;#84299151
DEB;LIGHT;LIGHA3;2000;1328,44392100;2656887,84;4,5400;Cetip Trader;18:47:35;07/03/2022;#84299152
DEB;EDPTRANSMISSAO;EDPT11;70;1223,53666800;85647,57;5,7500;Cetip Trader;18:47:27;07/03/2022;#84299150
DEB;ENTREVIAS;ENTV12;250;1211,85796000;302964,49;6,7600;Cetip Trader;18:47:16;07/03/2022;#84299149
DEB;COLOMBOAGRO;CLAG13;81;1045,02841500;84647,30;6,0500;Cetip Trader;18:46:57;07/03/2022;#84299148
DEB;COLOMBOAGRO;CLAG13;81;1063,57925800;86149,92;5,6501;Cetip Trader;18:46:39;07/03/2022;#84299147
CRI;RBSECURITIZACAO;18C0682649;16;1028,48248300;16455,72;,0000;Cetip Trader;18:46:37;07/03/2022;#84299146
DEB;GASMIG;CGMG18;76;1113,55662000;84630,30;6,1000;Cetip Trader;18:46:16;07/03/2022;#84299145
CRA;ECOAGROSEC;CRA021002HJ;20;1083,25490100;21665,10;,0000;Cetip Trader;18:46:07;07/03/2022;#84299144
DEB;GASMIG;CGMG18;76;1135,56358600;86302,83;5,7000;Cetip Trader;18:45:57;07/03/2022;#84299143
CRI;VIRGOSEC;21K0001812;84;995,92533400;83657,73;,0000;Cetip Trader;18:45:25;07/03/2022;#84299142
CRI;VIRGOSEC;21K0001812;84;1023,37933800;85963,86;,0000;Cetip Trader;18:45:02;07/03/2022;#84299141
CRI;RBSECURITIZACAO;21I0639672;299;1043,51304000;312010,40;,0000;Cetip Trader;18:44:35;07/03/2022;#84299140
CRI;RBSECURITIZACAO;21I0639672;81;1059,27320100;85801,13;,0000;Cetip Trader;18:44:09;07/03/2022;#84299139
LF;CNHCAPITALBM;LF002100FB7;4;53960,92761000;215843,71;;NoMe;18:43:59;07/03/2022;#2022030714825115
LF;CNHCAPITALBM;LF002100FB7;1;54631,15057000;54631,15;;NoMe;18:43:59;07/03/2022;#2022030714825114
CRI;RBSECURITIZACAO;21I0639672;218;1051,35343600;229195,05;,0000;Cetip Trader;18:43:40;07/03/2022;#84299138
CRI;VIRGOSEC;21I0278118;260;1035,14922700;269138,80;,0000;Cetip Trader;18:43:04;07/03/2022;#84299137
DEB;ROTABANDEIRAS;CBAN12;98;1181,23246600;115760,78;6,5499;Cetip Trader;18:42:31;07/03/2022;#84299135
DEB;ROTABANDEIRAS;CBAN12;40;1181,23246600;47249,30;6,5499;Cetip Trader;18:42:31;07/03/2022;#84299136
CRI;VIRGOSEC;21I0278118;68;1052,07248600;71540,93;,0000;Cetip Trader;18:42:27;07/03/2022;#84299134
CRI;VIRGOSEC;21I0278118;192;1043,56333700;200364,16;,0000;Cetip Trader;18:41:59;07/03/2022;#84299133
DEB;COPELGERACAO;CPGT15;188;1051,79578400;197737,61;5,2500;Cetip Trader;18:41:13;07/03/2022;#84299132
DEB;COPELGERACAO;CPGT15;188;1059,20903800;199131,30;4,8500;Cetip Trader;18:40:52;07/03/2022;#84299131
CRI;RBSECURITIZACAO;21I0639672;94;1044,90548100;98221,12;,0000;Cetip Trader;18:40:26;07/03/2022;#84299130
CRI;RBSECURITIZACAO;21I0639672;94;1060,71281100;99707,00;,0000;Cetip Trader;18:40:05;07/03/2022;#84299129
DEB;KLABINSA;KLBNA2;200;10452,59173300;2090518,35;114,1000;Cetip Trader;18:37:40;07/03/2022;#84299128
DEB;VALE;CVRDA6;50000;53,47000000;2673500,00;,0000;Cetip Trader;18:36:58;07/03/2022;#84299127
DEB;VALE;CVRDA6;100000;52,97000000;5297000,00;,0000;Cetip Trader;18:36:30;07/03/2022;#84299126
DEB;VALE;CVRDA6;25000;52,67000000;1316750,00;,0000;Cetip Trader;18:36:03;07/03/2022;#84299125
LF;SAFRABM;LF0021009NW;26;53348,87000000;1387070,62;;NoMe;18:35:23;07/03/2022;#2022030714822846
LF;SAFRABM;LF0021006YH;1;70178,03400000;70178,03;;NoMe;18:35:23;07/03/2022;#2022030714822845
DEB;ENERTOCANTINS;CTNS15;914;1009,87489700;923025,66;1,6700;Cetip Trader;18:35:19;07/03/2022;#84299124
CRA;GAIAIMPASEC;CRA01400012;900;1130,80808900;1017727,28;,0000;Cetip Trader;18:34:25;07/03/2022;#84299113
CRA;BRAZILIANSECURITIES;CRA0150000M;7;159299,36000000;1115095,52;,0000;Cetip Trader;18:34:25;07/03/2022;#84299112
DEB;STOANTONIOENER;STEN23;375;15990,24453700;5996341,70;,0000;Cetip Trader;18:34:25;07/03/2022;#84299115
CRA;RBSECURITIZACAO;CRA017006HF;300;1030,55996200;309167,99;,0000;Cetip Trader;18:34:25;07/03/2022;#84299114
CRI;VIRGOSEC;21I0278118;241;1041,28835400;250950,49;,0000;Cetip Trader;18:34:25;07/03/2022;#84299117
CRA;RBSECURITIZACAO;CRA021002YB;93;1104,59288100;102727,14;,0000;Cetip Trader;18:34:25;07/03/2022;#84299116
DEB;UTEGNAI;UNEG11;260;1017,53480500;264559,05;6,8501;Cetip Trader;18:34:25;07/03/2022;#84299118
CRI;VIRGOSEC;21I0278118;249;1041,28835400;259280,80;,0000;Cetip Trader;18:34:25;07/03/2022;#84299123
DEB;STOANTONIOENER;STEN23;125;15990,24453700;1998780,57;,0000;Cetip Trader;18:34:25;07/03/2022;#84299122
DEB;STOANTONIOENER;STEN23;125;15990,24453700;1998780,57;,0000;Cetip Trader;18:34:25;07/03/2022;#84299120
DEB;PARANAGUA;PASN12;241;1036,26242400;249739,24;6,4000;Cetip Trader;18:34:25;07/03/2022;#84299111
CRI;VIRGOSEC;21I0278118;480;1041,28835400;499818,41;,0000;Cetip Trader;18:34:25;07/03/2022;#84299121
CRA;RBSECURITIZACAO;CRA017006HF;300;1019,66282700;305898,85;,0000;Cetip Trader;18:34:25;07/03/2022;#84299119
DEB;RODOVIAMG;CRMG15;10;1023,35655600;10233,57;7,4500;Cetip Trader;18:34:24;07/03/2022;#84299105
DEB;ROTABANDEIRAS;CBAN12;214;1213,75640100;259743,87;6,1500;Cetip Trader;18:34:24;07/03/2022;#84299104
CRI;RBSECURITIZACAO;21I0801132;147;1019,46034900;149860,67;,0000;Cetip Trader;18:34:24;07/03/2022;#84299107
DEB;ENERGISAMS;ESULA6;473;1055,11897100;499071,27;6,1200;Cetip Trader;18:34:24;07/03/2022;#84299106
DEB;ENERGISAMS;ESULA6;237;1055,11897100;250063,20;6,1200;Cetip Trader;18:34:24;07/03/2022;#84299109
CRA;ECOAGROSEC;CRA021002YA;15;1034,88594600;15523,29;,0000;Cetip Trader;18:34:24;07/03/2022;#84299108
DEB;PARANAGUA;PASN12;483;1036,26242400;500514,75;6,4000;Cetip Trader;18:34:24;07/03/2022;#84299110
DEB;APOLLO;APOL11;260;1073,66125500;279151,93;6,2500;Cetip Trader;18:34:24;07/03/2022;#84299103
DEB;RODOVIAMG;CRMG15;12;1012,31868800;12147,82;7,7000;Cetip Trader;18:34:23;07/03/2022;#84299100
DEB;ENERGISAMT;ENMTA4;246;1055,11897100;259559,27;6,1200;Cetip Trader;18:34:23;07/03/2022;#84299102
DEB;AUTOLITORALSUL;PLSB1A;243;1030,26462900;250354,30;6,1799;Cetip Trader;18:34:23;07/03/2022;#84299101
CRA;RBSECURITIZACAO;CRA017006HF;9;1023,28301300;9209,55;,0000;Cetip Trader;18:27:55;07/03/2022;#84299098
CRA;RBSECURITIZACAO;CRA017006HF;9;1029,45770700;9265,12;,0000;Cetip Trader;18:27:55;07/03/2022;#84299099
CRA;ECOAGROSEC;CRA017000RT;250;1033,31301400;258328,25;,0000;Cetip Trader;18:27:28;07/03/2022;#84299097
DEB;CPFLER;ERSA17;8;1290,39109200;10323,13;5,6500;Cetip Trader;18:15:10;07/03/2022;#84299082
DEB;METRORIO;MTRJ19;40;1161,69884400;46467,95;7,6500;Cetip Trader;18:15:02;07/03/2022;#84299078
DEB;UHESIMAO;UHSM12;1;1019,80680600;1019,81;6,3000;Cetip Trader;18:15:02;07/03/2022;#84299081
DEB;QUATA;QUAT12;17;1192,81954700;20277,93;5,8001;Cetip Trader;18:15:02;07/03/2022;#84299080
DEB;NEOENERGIA;NEOE26;42;1128,07759500;47379,26;5,8500;Cetip Trader;18:15:02;07/03/2022;#84299079
DEB;ECHOENERGIAPART;ECHP11;3;1225,25153700;3675,75;6,1000;Cetip Trader;18:15:01;07/03/2022;#84299070
DEB;EQUATORIALTRANSMI;EQUA11;18;1045,35954500;18816,47;6,0000;Cetip Trader;18:15:01;07/03/2022;#84299071
DEB;LIGHT;LIGHA9;6;1222,57042900;7335,42;5,2500;Cetip Trader;18:15:01;07/03/2022;#84299073
DEB;COMGAS;GASP29;10;1018,25373700;10182,54;5,8999;Cetip Trader;18:15:01;07/03/2022;#84299072
DEB;LIGHT;LIGHA9;15;1220,81011200;18312,15;5,2999;Cetip Trader;18:15:01;07/03/2022;#84299075
DEB;LIGHT;LIGHB0;101;1152,19937100;116372,14;5,2999;Cetip Trader;18:15:01;07/03/2022;#84299074
DEB;MOVIDAPART;MOVI37;12;1080,80572800;12969,67;7,7500;Cetip Trader;18:15:01;07/03/2022;#84299076
DEB;METRORIO;MTRJ19;43;1158,83814800;49830,04;7,6999;Cetip Trader;18:15:01;07/03/2022;#84299077
CRA;VERTSEC;CRA020002H1;54;1163,89155300;62850,14;,0000;Cetip Trader;18:15:00;07/03/2022;#84299067
DEB;CEMIGSA;CMGD27;2;1162,23642200;2324,47;5,0000;Cetip Trader;18:15:00;07/03/2022;#84299068
DEB;RODOVIAMG;CRMG15;66;1031,49659500;68078,78;7,2499;Cetip Trader;18:15:00;07/03/2022;#84299069
DEB;ALGARTELE;ALGA26;20;1406,02198900;28120,44;4,9000;Cetip Trader;18:15:00;07/03/2022;#84299066
DEB;CEMIGSA;CMDT33;117;1248,70000000;146097,90;,0000;Cetip Trader;18:15:00;07/03/2022;#84299065
DEB;CPFLER;ERSA17;8;1289,95032100;10319,60;5,7500;Cetip Trader;18:14:47;07/03/2022;#84299064
DEB;LOCALIZARENTACAR;LORTA7;9;990,50497300;8914,54;7,4500;Cetip Trader;18:14:23;07/03/2022;#84299063
DEB;LOCALIZARENTACAR;LORTA7;9;984,44259200;8859,98;7,5501;Cetip Trader;18:14:02;07/03/2022;#84299062
DEB;VALE;VALE29;798;1491,98000000;1190600,04;4,2201;Cetip Trader;18:13:12;07/03/2022;#84299060
DEB;UHESIMAO;UHSM12;100;1084,02000000;108402,00;5,6001;Cetip Trader;18:13:12;07/03/2022;#84299059
DEB;UHESIMAO;UHSM12;28;1049,84066000;29395,54;5,9700;Cetip Trader;18:13:12;07/03/2022;#84299061
DEB;RUMO;RUMOA6;68;958,17000000;65155,56;6,4299;Cetip Trader;18:13:11;07/03/2022;#84299052
DEB;RUMO;RUMOB5;173;953,33000000;164926,09;5,7302;Cetip Trader;18:13:11;07/03/2022;#84299053
DEB;UHESIMAO;UHSM12;951;1132,67000000;1077169,17;5,0999;Cetip Trader;18:13:11;07/03/2022;#84299058
DEB;SABESP;SBSPE9;300;1082,83000000;324849,00;4,5501;Cetip Trader;18:13:11;07/03/2022;#84299055
DEB;AESTUCANOII;TCII11;940;1155,59000000;1086254,60;5,1500;Cetip Trader;18:13:11;07/03/2022;#84299056
DEB;AESBRALOPE;TIET29;43;1180,34000000;50754,62;5,4203;Cetip Trader;18:13:11;07/03/2022;#84299057
DEB;TRANSALIANCA;TAES15;438;1327,92000000;581628,96;4,2901;Cetip Trader;18:13:11;07/03/2022;#84299054
DEB;RAIZENENERGIA;RESA14;71;1057,69000000;75095,99;5,6700;Cetip Trader;18:13:10;07/03/2022;#84299047
DEB;LIGHT;LIGHB0;45;1160,39000000;52217,55;5,0902;Cetip Trader;18:13:10;07/03/2022;#84299044
DEB;NEOENERGIA;NEOE26;88;1133,87000000;99780,56;5,7601;Cetip Trader;18:13:10;07/03/2022;#84299045
DEB;LIGHT;LIGHD2;120;1131,43000000;135771,60;4,3000;Cetip Trader;18:13:10;07/03/2022;#84299043
DEB;LIGHT;LIGHA5;142;1275,15000000;181071,30;6,0397;Cetip Trader;18:13:10;07/03/2022;#84299041
DEB;RUMO;RUMOA3;109;1096,02000000;119466,18;5,5601;Cetip Trader;18:13:10;07/03/2022;#84299050
DEB;PETROBRAS;PETR26;130;1098,55000000;142811,50;6,0400;Cetip Trader;18:13:10;07/03/2022;#84299046
DEB;RAIZENENERGIA;RESA14;100;1017,19000000;101719,00;6,3700;Cetip Trader;18:13:10;07/03/2022;#84299048
DEB;RUMO;RUMOA2;8;1154,88000000;9239,04;5,3900;Cetip Trader;18:13:10;07/03/2022;#84299049
DEB;JALLESMACHADO;JALL21;118;1051,94000000;124128,92;5,4000;Cetip Trader;18:13:10;07/03/2022;#84299042
DEB;RUMO;RUMOA6;20;1015,30000000;20306,00;5,5302;Cetip Trader;18:13:10;07/03/2022;#84299051
DEB;JALLESMACHADO;JALL11;665;1074,74000000;714702,10;4,7002;Cetip Trader;18:13:09;07/03/2022;#84299036
DEB;JALLESMACHADO;JALL21;185;1080,20000000;199837,00;5,0001;Cetip Trader;18:13:09;07/03/2022;#84299038
DEB;JALLESMACHADO;JALL11;194;1026,35979700;199113,80;5,5501;Cetip Trader;18:13:09;07/03/2022;#84299039
DEB;JALLESMACHADO;JALL11;125;1045,93000000;130741,25;5,2002;Cetip Trader;18:13:09;07/03/2022;#84299037
DEB;LIGHT;LIGHA3;60;1334,83000000;80089,80;3,8411;Cetip Trader;18:13:09;07/03/2022;#84299040
DEB;COMGAS;GASP29;250;1089,45074800;272362,69;5,1600;Cetip Trader;18:13:09;07/03/2022;#84299033
DEB;IGUASANEAMENTO;IGSN15;46;1148,16000000;52815,36;6,4300;Cetip Trader;18:13:09;07/03/2022;#84299035
DEB;COMGAS;GASP29;260;934,95000000;243087,00;6,8799;Cetip Trader;18:13:09;07/03/2022;#84299034
DEB;RUMOMALHA;GASC23;481;1106,74000000;532341,94;5,2001;Cetip Trader;18:13:08;07/03/2022;#84299028
DEB;ENEVA;ENEV16;898;1042,06994200;935778,81;6,1000;Cetip Trader;18:13:08;07/03/2022;#84299025
DEB;COMGAS;GASP29;10;1146,10000000;11461,00;4,6100;Cetip Trader;18:13:08;07/03/2022;#84299032
DEB;RUMOMALHA;GASC23;491;1080,16000000;530358,56;5,5001;Cetip Trader;18:13:08;07/03/2022;#84299029
DEB;ENEVA;ENEV26;215;1003,59000000;215771,85;6,3000;Cetip Trader;18:13:08;07/03/2022;#84299026
DEB;ENEVA;ENEV32;162;1183,76000000;191769,12;5,4401;Cetip Trader;18:13:08;07/03/2022;#84299027
DEB;RUMOMALHA;GASC23;361;1054,42995800;380649,21;5,8000;Cetip Trader;18:13:08;07/03/2022;#84299031
DEB;COMGAS;GASP15;240;1335,47000000;320512,80;4,9799;Cetip Trader;18:13:08;07/03/2022;#84299030
DEB;ENGIEENERGIA;EGIE17;91;1288,94000000;117293,54;5,0903;Cetip Trader;18:13:07;07/03/2022;#84299013
DEB;ELETROPAULO;ELPLA5;100;966,01000000;96601,00;6,3998;Cetip Trader;18:13:07;07/03/2022;#84299024
DEB;CIAPAULISTA;CTEE1B;693;1062,33472900;736197,97;5,7000;Cetip Trader;18:13:07;07/03/2022;#84299014
DEB;ENGIEENERGIA;EGIE19;938;1157,37000000;1085613,06;5,1101;Cetip Trader;18:13:07;07/03/2022;#84299015
DEB;ELETROBRAS;ELET23;4578;1000,29000000;4579327,62;6,4199;Cetip Trader;18:13:07;07/03/2022;#84299022
DEB;ELETROPAULO;ELPLA5;3;1025,91000000;3077,73;5,4500;Cetip Trader;18:13:07;07/03/2022;#84299023
DEB;ELEKTRO;EKTRC0;639;1064,31568400;680097,72;5,6501;Cetip Trader;18:13:07;07/03/2022;#84299020
DEB;ELETROBRAS;ELET23;623;1063,57000000;662604,11;5,5201;Cetip Trader;18:13:07;07/03/2022;#84299021
DEB;ELEKTRO;EKTRC0;548;1095,59000000;600383,32;5,2000;Cetip Trader;18:13:07;07/03/2022;#84299019
CRA;ECOAGROSEC;CRA021004NV;3508;1065,47620500;3737690,53;,0000;Cetip Trader;18:13:07;07/03/2022;#84299016
DEB;ELEKTRO;EKTRC0;948;1109,89000000;1052175,72;5,0000;Cetip Trader;18:13:07;07/03/2022;#84299017
DEB;CGTELETROSUL;CTGE13;239;1126,27000000;269178,53;4,6399;Cetip Trader;18:13:07;07/03/2022;#84299018
CRA;ECOAGROSEC;CRA020001US;130;1159,14000000;150688,20;,0000;Cetip Trader;18:13:06;07/03/2022;#84298992
CRA;VERTSEC;CRA020002H1;38;1182,29000000;44927,02;,0000;Cetip Trader;18:13:06;07/03/2022;#84298993
CRA;VIRGOSEC;CRA021002NF;182;1101,60000000;200491,20;,0000;Cetip Trader;18:13:06;07/03/2022;#84299006
DEB;CIAPAULISTA;CTEE18;71;996,70000000;70765,70;6,5299;Cetip Trader;18:13:06;07/03/2022;#84299007
CRA;VERTSEC;CRA0210013B;500;984,98000000;492490,00;,0000;Cetip Trader;18:13:06;07/03/2022;#84299005
CRA;RBSECURITIZACAO;CRA019005KC;377;1151,05000000;433945,85;,0000;Cetip Trader;18:13:06;07/03/2022;#84299002
CRA;VIRGOSEC;CRA01900614;1150;1169,26000000;1344649,00;,0000;Cetip Trader;18:13:06;07/03/2022;#84299003
CRA;RBSECURITIZACAO;CRA0200025V;335;1018,15000000;341080,25;,0000;Cetip Trader;18:13:06;07/03/2022;#84299000
