Data/Hora da ultima atualizacao: 02/03/2022 20:29:13
Instrumento Financeiro;Emissor;Codigo IF;Quantidade Negociada;Preco Negocio;Volume Financeiro R$;Taxa Negocio;Origem Negocio;Horario Negocio;Data Negocio;Cod. Identificador do Negocio
CRA;TRUESEC;CRA020001P7;85;1166,54732700;99156,52;,0000;Cetip Trader;18:57:13;02/03/2022;#84068411
DEB;ENEVA;ENEV32;428;1165,61290300;498882,32;5,6900;Cetip Trader;18:57:13;02/03/2022;#84068409
CRA;VIRGOSEC;CRA021002NF;983;1016,81028200;999524,51;,0000;Cetip Trader;18:57:13;02/03/2022;#84068414
DEB;ENERGISAMS;ESULA6;192;1040,08353900;199696,04;6,3000;Cetip Trader;18:57:13;02/03/2022;#84068408
DEB;ENERGISASA;ENGI28;801;1340,52124200;1073757,51;5,2800;Cetip Trader;18:57:13;02/03/2022;#84068420
CRA;VERTSEC;CRA019003JY;231;1079,98569300;249476,70;,0000;Cetip Trader;18:57:13;02/03/2022;#84068415
CRA;TRUESEC;CRA019003V3;178;1074,16077200;191200,62;,0000;Cetip Trader;18:57:13;02/03/2022;#84068412
CRA;VIRGOSEC;CRA021000RY;229;1087,11357100;248949,01;,0000;Cetip Trader;18:57:13;02/03/2022;#84068413
CRA;ECOAGROSEC;CRA017000RT;209;1031,48000000;215579,32;,0000;Cetip Trader;18:57:13;02/03/2022;#84068418
CRA;VIRGOII;CRA018002XL;2293;1008,51000000;2312513,43;,0000;Cetip Trader;18:57:13;02/03/2022;#84068419
CRA;ECOAGROSEC;CRA0210059T;198;1008,92841200;199767,83;,0000;Cetip Trader;18:57:13;02/03/2022;#84068416
CRA;RBSECURITIZACAO;CRA0160000P;99;1021,91000000;101169,09;,0000;Cetip Trader;18:57:13;02/03/2022;#84068417
DEB;ENERGISAMS;ESULA6;192;1040,08353900;199696,04;6,3000;Cetip Trader;18:57:13;02/03/2022;#84068422
DEB;ETCCAPIXABA;CPXB22;291;1261,21028700;367012,19;6,0000;Cetip Trader;18:57:13;02/03/2022;#84068421
DEB;ENERGISAMS;ESULA6;74;1040,08353900;76966,18;6,3000;Cetip Trader;18:57:12;02/03/2022;#84068398
DEB;ENERGISAMS;ESULA6;48;1040,08353900;49924,01;6,3000;Cetip Trader;18:57:12;02/03/2022;#84068399
DEB;ENERGISAMS;ESULA6;262;1040,08353900;272501,89;6,3000;Cetip Trader;18:57:12;02/03/2022;#84068402
DEB;ENERGISAMS;ESULA6;364;1040,08353900;378590,41;6,3000;Cetip Trader;18:57:12;02/03/2022;#84068400
DEB;ENERGISAMS;ESULA6;28;1040,08353900;29122,34;6,3000;Cetip Trader;18:57:12;02/03/2022;#84068401
DEB;RUMOMALHA;GASC23;589;1018,28676700;599770,91;6,2001;Cetip Trader;18:57:11;02/03/2022;#84068394
DEB;RUMOMALHA;GASC23;196;1018,28676700;199584,21;6,2001;Cetip Trader;18:57:11;02/03/2022;#84068395
DEB;RUMOMALHA;GASC23;98;1018,28676700;99792,10;6,2001;Cetip Trader;18:57:11;02/03/2022;#84068393
DEB;ENERGISAMS;ESULA6;96;1040,08353900;99848,02;6,3000;Cetip Trader;18:57:11;02/03/2022;#84068396
DEB;ENERGISAMS;ESULA6;96;1040,08353900;99848,02;6,3000;Cetip Trader;18:57:11;02/03/2022;#84068397
DEB;SABESP;SBSPB6;261;1148,54873400;299771,22;5,5100;Cetip Trader;18:57:10;02/03/2022;#84068385
DEB;COMGAS;GASP29;300;998,02389200;299407,17;6,1000;Cetip Trader;18:57:10;02/03/2022;#84068390
DEB;COMGAS;GASP29;201;995,36873500;200069,12;6,1300;Cetip Trader;18:57:10;02/03/2022;#84068391
DEB;SABESP;SBSPB6;261;1138,34090700;297106,98;5,7100;Cetip Trader;18:57:10;02/03/2022;#84068388
DEB;COMGAS;GASP19;241;1034,14278900;249228,41;5,8000;Cetip Trader;18:57:10;02/03/2022;#84068392
DEB;CIASANEPAR;SAPR10;8;11370,59096600;90964,73;5,5500;Cetip Trader;18:57:10;02/03/2022;#84068386
DEB;COMGAS;GASP29;399;1002,47062800;399985,78;6,0501;Cetip Trader;18:57:10;02/03/2022;#84068389
DEB;SABESP;SBSPF9;209;955,48406200;199696,17;6,2099;Cetip Trader;18:57:10;02/03/2022;#84068387
DEB;SABESP;SBSPF9;313;955,48406200;299066,51;6,2099;Cetip Trader;18:57:10;02/03/2022;#84068384
DEB;SABESP;SBSPF9;418;955,48406200;399392,34;6,2099;Cetip Trader;18:57:09;02/03/2022;#84068383
DEB;RAIZENENERGIA;RESA14;1;1012,39095900;1012,39;6,4000;Cetip Trader;18:52:27;02/03/2022;#84068382
CRA;ECOAGROSEC;CRA0210059U;1;963,58078100;963,58;,0000;Cetip Trader;18:52:27;02/03/2022;#84068378
CRI;RBSECURITIZACAO;17C0000201;1;1002,12269200;1002,12;,0000;Cetip Trader;18:52:27;02/03/2022;#84068379
DEB;ROTABANDEIRAS;CBAN72;3;1154,20146800;3462,60;7,1300;Cetip Trader;18:52:27;02/03/2022;#84068376
DEB;LIGHT;LIGHB0;2;1124,21211800;2248,42;6,0400;Cetip Trader;18:52:27;02/03/2022;#84068377
DEB;ECORODOVIASCS;ERDV26;1;512,01681200;512,02;116,0000;Cetip Trader;18:52:27;02/03/2022;#84068380
CRA;VIRGOSEC;CRA021002SU;10;1044,66677200;10446,67;,0000;Cetip Trader;18:52:27;02/03/2022;#84068381
DEB;PARINTINSENERGIA;PTAZ11;8;935,26033000;7482,08;7,7999;Cetip Trader;18:52:26;02/03/2022;#84068374
DEB;BELOMONTE;BLMN12;5;1305,41424200;6527,07;6,5300;Cetip Trader;18:52:26;02/03/2022;#84068375
DEB;LIGHT;LIGHA5;13;1270,30289100;16513,94;6,0700;Cetip Trader;18:52:26;02/03/2022;#84068373
CRA;VIRGOSEC;CRA020001UR;19;1145,22939200;21759,36;,0000;Cetip Trader;18:52:25;02/03/2022;#84068365
DEB;USINATERMPAMPASUL;UTPS22;20;1047,80491500;20956,10;7,1002;Cetip Trader;18:52:25;02/03/2022;#84068366
DEB;ELETROBRAS;ELET23;19;979,86409100;18617,42;6,6799;Cetip Trader;18:52:25;02/03/2022;#84068367
DEB;CIARIOGRANDENSE;RSAN44;16;984,68739700;15755,00;7,1300;Cetip Trader;18:52:25;02/03/2022;#84068370
DEB;NEOENERGIA;NEOE26;17;1088,15195900;18498,58;6,5500;Cetip Trader;18:52:25;02/03/2022;#84068371
DEB;TAUBATE;LTTE15;18;1066,12572600;19190,26;,0000;Cetip Trader;18:52:25;02/03/2022;#84068368
DEB;CIARIOGRANDENSE;RSAN44;1;984,68739700;984,69;7,1300;Cetip Trader;18:52:25;02/03/2022;#84068369
DEB;AUTOLITORALSUL;PLSB1A;16;986,51971900;15784,32;6,9000;Cetip Trader;18:52:25;02/03/2022;#84068372
CRA;VERTSEC;CRA018004SD;40;1197,73782600;47909,51;,0000;Cetip Trader;18:52:24;02/03/2022;#84068362
DEB;ROTABANDEIRAS;CBAN12;1;1123,50542400;1123,51;7,2500;Cetip Trader;18:52:24;02/03/2022;#84068363
DEB;ROTABANDEIRAS;CBAN12;15;1123,50542400;16852,58;7,2500;Cetip Trader;18:52:24;02/03/2022;#84068360
DEB;ROTABANDEIRAS;CBAN12;16;1123,50542400;17976,09;7,2500;Cetip Trader;18:52:24;02/03/2022;#84068361
DEB;USINATERMPAMPASUL;UTPS22;2;1047,80491500;2095,61;7,1002;Cetip Trader;18:52:24;02/03/2022;#84068364
DEB;TEREOSACUCAR;TAEB15;281;1068,99655000;300388,03;6,5601;Cetip Trader;18:52:23;02/03/2022;#84068358
DEB;ROTABANDEIRAS;CBAN12;15;1123,50542400;16852,58;7,2500;Cetip Trader;18:52:23;02/03/2022;#84068359
DEB;ANEMUSWIND;ANEM11;1;1047,04441700;1047,04;8,2100;Cetip Trader;18:52:23;02/03/2022;#84068357
DEB;CSNMINERACAO;CMIN11;20;944,35109500;18887,02;6,6500;Cetip Trader;18:52:22;02/03/2022;#84068356
DEB;VALE;CVRDA6;2300;51,20000000;117760,00;,0000;Cetip Trader;18:52:22;02/03/2022;#84068354
DEB;CSNMINERACAO;CMIN11;1;944,35109500;944,35;6,6500;Cetip Trader;18:52:22;02/03/2022;#84068355
CRI;VERTSEC;19E0967202;15;1005,91100200;15088,67;,0000;Cetip Trader;18:52:22;02/03/2022;#84068352
DEB;TEREOSACUCAR;TAEB15;10;1068,99655000;10689,97;6,5601;Cetip Trader;18:52:22;02/03/2022;#84068353
DEB;RODOVIAMS306;CNRD11;1;1019,81697400;1019,82;7,4000;Cetip Trader;18:52:22;02/03/2022;#84068350
DEB;CONCECOVIAS;ECOV22;576;1735,73888200;999785,60;4,8800;Cetip Trader;18:52:22;02/03/2022;#84068351
DEB;ANEMUSWIND;ANEM11;18;1047,04441700;18846,80;8,2100;Cetip Trader;18:52:22;02/03/2022;#84068348
CRA;VERTSEC;CRA0210013B;5;956,71271100;4783,56;,0000;Cetip Trader;18:52:22;02/03/2022;#84068349
DEB;RODOVIAMS306;CNRD11;1;1107,19221300;1107,19;6,2000;Cetip Trader;18:52:21;02/03/2022;#84068342
DEB;CONCECOVIAS;ECOV22;2;1744,58041400;3489,16;4,3800;Cetip Trader;18:52:21;02/03/2022;#84068343
DEB;ANEMUSWIND;ANEM11;18;1127,42825900;20293,71;7,1000;Cetip Trader;18:52:21;02/03/2022;#84068341
DEB;NORTEENERGIA;NTEN11;164;1214,70597200;199211,78;6,7000;Cetip Trader;18:52:21;02/03/2022;#84068346
CRA;VIRGOSEC;CRA021002SU;473;1059,82807400;501298,68;,0000;Cetip Trader;18:52:21;02/03/2022;#84068347
CRA;VIRGOSEC;CRA021002SU;473;1049,65588300;496487,23;,0000;Cetip Trader;18:52:21;02/03/2022;#84068344
DEB;CONCECOVIAS;ECOV22;4;1744,58041400;6978,32;4,3800;Cetip Trader;18:52:21;02/03/2022;#84068345
DEB;FURNAS;FURN21;2;1081,70456900;2163,41;5,7000;Cetip Trader;18:52:20;02/03/2022;#84068339
DEB;IBIAPABA;IBPB11;1;1125,01607100;1125,02;6,1499;Cetip Trader;18:52:20;02/03/2022;#84068338
DEB;ANEMUSWIND;ANEM11;34;1145,30011900;38940,20;6,8700;Cetip Trader;18:52:20;02/03/2022;#84068337
DEB;FURNAS;FURN21;10;1103,29493200;11032,95;5,3000;Cetip Trader;18:52:20;02/03/2022;#84068340
DEB;PARINTINSENERGIA;PTAZ11;5;1024,03541100;5120,18;6,8000;Cetip Trader;18:52:19;02/03/2022;#84068334
DEB;ANEMUSWIND;ANEM11;18;1137,47563100;20474,56;6,9699;Cetip Trader;18:52:19;02/03/2022;#84068335
DEB;ANEMUSWIND;ANEM11;10;1135,14459500;11351,45;7,0000;Cetip Trader;18:52:19;02/03/2022;#84068336
DEB;RUMO;RUMOB5;47;980,04329400;46062,03;5,4000;Cetip Trader;18:52:18;02/03/2022;#84068333
DEB;ANEMUSWIND;ANEM11;45;1137,47563100;51186,40;6,9699;Cetip Trader;18:52:18;02/03/2022;#84068327
DEB;COPASA;CSMGA2;23;1265,17358500;29098,99;5,1399;Cetip Trader;18:52:18;02/03/2022;#84068330
DEB;COPASA;CSMGA2;8;1276,04361000;10208,35;4,6899;Cetip Trader;18:52:18;02/03/2022;#84068331
DEB;PETROBRAS;PETR27;10;1055,98637600;10559,86;5,3000;Cetip Trader;18:52:18;02/03/2022;#84068328
DEB;ENERTOCANTINS;CTNS15;4;1016,72288900;4066,89;1,2500;Cetip Trader;18:52:18;02/03/2022;#84068329
DEB;COPASA;CSMGA2;1;1276,04361000;1276,04;4,6899;Cetip Trader;18:52:18;02/03/2022;#84068332
DEB;ANEMUSWIND;ANEM11;5;1090,05432100;5450,27;7,6000;Cetip Trader;18:52:17;02/03/2022;#84068323
DEB;ANEMUSWIND;ANEM11;9;1137,47563100;10237,28;6,9699;Cetip Trader;18:52:17;02/03/2022;#84068324
DEB;ANEMUSWIND;ANEM11;18;1142,94395100;20572,99;6,9000;Cetip Trader;18:52:17;02/03/2022;#84068325
DEB;ANEMUSWIND;ANEM11;100;1137,47563100;113747,56;6,9699;Cetip Trader;18:52:17;02/03/2022;#84068326
DEB;AUTOPISTAREGIS;APRB18;1;1163,01896200;1163,02;5,9200;Cetip Trader;18:52:16;02/03/2022;#84068319
DEB;ROTABANDEIRAS;CBAN12;10;1220,90969900;12209,10;6,0200;Cetip Trader;18:52:16;02/03/2022;#84068320
DEB;PETROBRAS;PETR27;2;1036,87954800;2073,76;5,5000;Cetip Trader;18:52:16;02/03/2022;#84068321
DEB;PETROBRAS;PETR27;114;1055,98637600;120382,45;5,3000;Cetip Trader;18:52:16;02/03/2022;#84068322
DEB;ANEMUSWIND;ANEM11;44;1137,47563100;50048,93;6,9699;Cetip Trader;18:52:15;02/03/2022;#84068315
DEB;ROTABANDEIRAS;CBAN12;1;1220,90969900;1220,91;6,0200;Cetip Trader;18:52:15;02/03/2022;#84068318
DEB;ANEMUSWIND;ANEM11;6;1145,30011900;6871,80;6,8700;Cetip Trader;18:52:15;02/03/2022;#84068316
DEB;ANEMUSWIND;ANEM11;45;1145,30011900;51538,51;6,8700;Cetip Trader;18:52:15;02/03/2022;#84068317
DEB;ANEMUSWIND;ANEM11;36;1137,47563100;40949,12;6,9699;Cetip Trader;18:52:14;02/03/2022;#84068314
DEB;ANEMUSWIND;ANEM11;50;1093,70329100;54685,16;7,5500;Cetip Trader;18:52:14;02/03/2022;#84068313
DEB;ANEMUSWIND;ANEM11;5;1093,70329100;5468,52;7,5500;Cetip Trader;18:52:13;02/03/2022;#84068307
DEB;CSNMINERACAO;CMIN11;48;1030,83237400;49479,95;5,4099;Cetip Trader;18:52:13;02/03/2022;#84068310
DEB;COLOMBOAGRO;CLAG13;50;1045,10252800;52255,13;5,9801;Cetip Trader;18:52:13;02/03/2022;#84068308
DEB;LOCAMERICA;LCAMD1;95;1049,31036500;99684,48;6,9501;Cetip Trader;18:52:13;02/03/2022;#84068309
DEB;CSNMINERACAO;CMIN11;2;1001,86512400;2003,73;5,8100;Cetip Trader;18:52:13;02/03/2022;#84068312
DEB;UTEGNAI;UNEG11;5;1001,34191100;5006,71;7,0000;Cetip Trader;18:52:13;02/03/2022;#84068311
DEB;ANEMUSWIND;ANEM11;263;1137,47563100;299156,09;6,9699;Cetip Trader;18:52:12;02/03/2022;#84068306
DEB;UTEGNAI;UNEG11;100;1027,60164200;102760,16;6,7000;Cetip Trader;18:52:12;02/03/2022;#84068304
DEB;ANEMUSWIND;ANEM11;88;1137,47563100;100097,86;6,9699;Cetip Trader;18:52:12;02/03/2022;#84068305
DEB;ANEMUSWIND;ANEM11;40;1137,47563100;45499,03;6,9699;Cetip Trader;18:52:11;02/03/2022;#84068303
DEB;UTEGNAI;UNEG11;99;1018,74352700;100855,61;6,7999;Cetip Trader;18:52:11;02/03/2022;#84068301
DEB;ANEMUSWIND;ANEM11;100;1145,30011900;114530,01;6,8700;Cetip Trader;18:52:11;02/03/2022;#84068302
DEB;UTEGNAI;UNEG11;10;1027,60164200;10276,02;6,7000;Cetip Trader;18:52:10;02/03/2022;#84068300
DEB;COMGAS;GASP29;2;1003,36321100;2006,73;6,0400;Cetip Trader;18:52:10;02/03/2022;#84068296
DEB;COMGAS;GASP29;64;1007,84237000;64501,91;5,9900;Cetip Trader;18:52:10;02/03/2022;#84068297
DEB;CSNMINERACAO;CMIN11;24;1030,83237400;24739,98;5,4099;Cetip Trader;18:52:10;02/03/2022;#84068299
DEB;UTEGNAI;UNEG11;1;1027,60164200;1027,60;6,7000;Cetip Trader;18:52:10;02/03/2022;#84068298
CRA;RBSECURITIZACAO;CRA021002YB;10;1118,16976900;11181,70;,0000;Cetip Trader;18:52:09;02/03/2022;#84068286
CRA;VIRGOSEC;CRA021002SU;19;1070,82001500;20345,58;,0000;Cetip Trader;18:52:09;02/03/2022;#84068287
DEB;SABESP;SBSPE9;5;1007,88353300;5039,42;5,5600;Cetip Trader;18:52:09;02/03/2022;#84068289
CRA;RBSECURITIZACAO;CRA021002YB;10;1118,16976900;11181,70;,0000;Cetip Trader;18:52:09;02/03/2022;#84068290
DEB;ENERGISAMS;ESULA6;24;1059,93645100;25438,47;6,0000;Cetip Trader;18:52:09;02/03/2022;#84068291
DEB;ENERGISAMT;ENMTA4;190;1063,29420400;202025,90;5,9500;Cetip Trader;18:52:09;02/03/2022;#84068288
DEB;COMGAS;GASP29;4;1035,29563900;4141,18;5,6901;Cetip Trader;18:52:09;02/03/2022;#84068294
DEB;LOCAMERICA;LCAMD1;52;1062,10025500;55229,21;6,7499;Cetip Trader;18:52:09;02/03/2022;#84068295
DEB;SABESP;SBSPE9;116;1007,88353300;116914,49;5,5600;Cetip Trader;18:52:09;02/03/2022;#84068292
DEB;COMGAS;GASP29;58;1035,29563900;60047,15;5,6901;Cetip Trader;18:52:09;02/03/2022;#84068293
CRA;VIRGOSEC;CRA021002SU;47;1070,82001500;50328,54;,0000;Cetip Trader;18:52:08;02/03/2022;#84068270
CRA;VIRGOSEC;CRA021002SU;16;1070,82001500;17133,12;,0000;Cetip Trader;18:52:08;02/03/2022;#84068277
DEB;ENERGISAMT;ENMTA4;113;1063,29420400;120152,25;5,9500;Cetip Trader;18:52:08;02/03/2022;#84068285
CRA;ECOAGROSEC;CRA0210012Y;10;1082,70778600;10827,08;,0000;Cetip Trader;18:52:08;02/03/2022;#84068281
CRA;VERTSEC;CRA0210013B;47;1060,84108400;49859,53;,0000;Cetip Trader;18:52:08;02/03/2022;#84068280
DEB;LOCAMERICA;LCAMD1;9;1055,67901400;9501,11;6,8500;Cetip Trader;18:52:08;02/03/2022;#84068283
CRA;RBSECURITIZACAO;CRA021002YB;30;1118,16976900;33545,09;,0000;Cetip Trader;18:52:08;02/03/2022;#84068282
CRA;VIRGOSEC;CRA021002SU;4;1070,82001500;4283,28;,0000;Cetip Trader;18:52:08;02/03/2022;#84068276
CRA;VIRGOSEC;CRA021002SU;42;1070,82001500;44974,44;,0000;Cetip Trader;18:52:08;02/03/2022;#84068279
DEB;ENGIEENERGIA;EGIEA0;1;1011,50650800;1011,51;6,2000;Cetip Trader;18:52:08;02/03/2022;#84068278
CRA;VIRGOSEC;CRA021002SU;55;1070,82001500;58895,10;,0000;Cetip Trader;18:52:08;02/03/2022;#84068273
DEB;HOLDINGARAGUAIA;HARG11;95;1080,14598000;102613,87;6,3500;Cetip Trader;18:52:08;02/03/2022;#84068272
DEB;ENGIEENERGIA;EGIEA0;1;1011,50650800;1011,51;6,2000;Cetip Trader;18:52:08;02/03/2022;#84068275
CRA;RBSECURITIZACAO;CRA021002YB;8;1098,50337100;8788,03;,0000;Cetip Trader;18:52:08;02/03/2022;#84068274
CRA;RBSECURITIZACAO;CRA021002YB;10;1118,16976900;11181,70;,0000;Cetip Trader;18:52:08;02/03/2022;#84068271
CRA;VIRGOSEC;CRA021002SU;24;1070,82001500;25699,68;,0000;Cetip Trader;18:52:08;02/03/2022;#84068284
CRA;VIRGOSEC;CRA021002SU;5;1070,82001500;5354,10;,0000;Cetip Trader;18:52:07;02/03/2022;#84068255
CRA;RBSECURITIZACAO;CRA021002YB;5;1098,50337100;5492,52;,0000;Cetip Trader;18:52:07;02/03/2022;#84068254
DEB;HOLDINGARAGUAIA;HARG11;7;1047,20361900;7330,43;6,7999;Cetip Trader;18:52:07;02/03/2022;#84068260
CRA;RBSECURITIZACAO;CRA021002YB;1;1118,16976900;1118,17;,0000;Cetip Trader;18:52:07;02/03/2022;#84068267
CRA;VIRGOSEC;CRA021002SU;10;1070,82001500;10708,20;,0000;Cetip Trader;18:52:07;02/03/2022;#84068268
DEB;ENGIEENERGIA;EGIEA0;6;996,95107000;5981,71;6,3500;Cetip Trader;18:52:07;02/03/2022;#84068265
CRI;VIRGOSEC;21I0278118;29;1059,31241200;30720,06;,0000;Cetip Trader;18:52:07;02/03/2022;#84068264
CRA;RBSECURITIZACAO;CRA021002YB;27;1109,36989500;29952,99;,0000;Cetip Trader;18:52:07;02/03/2022;#84068266
CRA;RBSECURITIZACAO;CRA021002YB;125;1122,60568400;140325,71;,0000;Cetip Trader;18:52:07;02/03/2022;#84068261
DEB;UHESIMAO;UHSM12;116;1037,72190800;120375,74;6,0700;Cetip Trader;18:52:07;02/03/2022;#84068269
CRA;VIRGOSEC;CRA021002SU;18;1070,82001500;19274,76;,0000;Cetip Trader;18:52:07;02/03/2022;#84068263
CRA;VIRGOSEC;CRA021002SU;10;1070,82001500;10708,20;,0000;Cetip Trader;18:52:07;02/03/2022;#84068262
